RecordType,UNIQUE_ID,Transaction Type,Transaction Currency,Transaction Amount,Billing Currency,Billing Amount,Settlement Date,Settlement Amount,Settlement Currency,System Date,Account Number,Account Id,VPAN,Masked PAN,Date Transmit,Time Transmit,Date Local,Time Local,Message Class,Message Function,Transaction Source,Function Code,Transaction Code,Acquirer Financial Entity,Transaction Reference Number,ARN,Token Requestor ID,Authorization Transaction Log ID,Item Category,RRN,STAN,Description,Card Acceptor Location,MCC,Card Acceptor ID,Terminal Code,Acquirer ID,Acquirer Country,Card Data Input Capability,Cardholder Authentication Availability,Card Capture Capability,Operating Environment,Cardholder Present Indicator,Card Present Indicator,Card Data Input Mode,Cardholder Authentication Method,Cardholder authorization Entity,Pin Capture Capability,Reference,Original Transaction Id,Original Transaction Reference,Balance Before,Surplus Before,Balance After,Surplus After,Credit Debit,Application Sequence
R,143458,2,682,519.69,682,519.69,20250208,519.69,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,104341,20250208,104341,2,2,0,00200,1,,,,,145875,0131,1404995386593458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141041,0,,0,,0,0,,0
R,148708,1002,682,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,104341,20250208,104341,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995386618708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143458,0,,0,,0,0,,0
R,148166,1,682,1334.28,682,1334.28,20250208,1334.28,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,094709,20250208,094709,2,2,0,00200,26,,,,,143791,0131,1404995386678166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148250,1,356,1228.96,682,1228.96,20250208,1228.96,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082252,20250208,082252,2,2,0,00200,0,,,,,146625,0131,1404995388758250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148041,2,356,13.00,682,13.00,20250208,13.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082252,20250208,082252,2,2,0,00200,0,,,,,146625,0131,1404995389928041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148250,0,,0,,0,0,,0
R,141458,1002,356,36.87,682,36.87,20250208,36.87,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082252,20250208,082252,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995389961458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148041,0,,0,,0,0,,0
R,145208,1,682,4323.26,682,4323.26,20250208,4323.26,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100734,20250208,100734,2,2,0,00200,1,,,,,141625,0131,1404995391765208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149125,2,682,648.49,682,648.49,20250208,648.49,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100734,20250208,100734,2,2,0,00200,1,,,,,141625,0131,1404995391799125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145208,0,,0,,0,0,,0
R,147458,1002,682,5.00,682,5.00,20250208,5.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100734,20250208,100734,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995391827458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149125,0,,0,,0,0,,0
R,141000,1,356,2225.90,682,2225.90,20250208,2225.90,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100924,20250208,100924,2,2,0,00200,0,,,,,148750,0131,1404995393531000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145458,2,356,5.00,682,5.00,20250208,5.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100924,20250208,100924,2,2,0,00200,0,,,,,148750,0131,1404995393595458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141000,0,,0,,0,0,,0
R,140875,1002,356,66.78,682,66.78,20250208,66.78,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100924,20250208,100924,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995393630875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145458,0,,0,,0,0,,0
R,141500,1,682,3054.72,682,3054.72,20250208,3054.72,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,121921,20250208,121921,2,2,0,00200,26,,,,,144375,0131,1404995394731500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149666,1,682,608.93,682,608.93,20250208,608.93,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,101135,20250208,101135,2,2,0,00200,0,,,,,148625,0131,1404995394809666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146333,1,356,2618.92,682,2618.92,20250208,2618.92,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021526,20250208,021526,2,2,0,00200,0,,,,,141541,0131,1404995395576333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146625,2,356,3.00,682,3.00,20250208,3.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021526,20250208,021526,2,2,0,00200,0,,,,,141541,0131,1404995395596625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146333,0,,0,,0,0,,0
R,148458,1002,356,78.57,682,78.57,20250208,78.57,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021526,20250208,021526,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995395618458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146625,0,,0,,0,0,,0
R,140375,1,682,1725.89,682,1725.89,20250208,1725.89,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,100310,20250208,100310,2,2,0,00200,19,,,,,143000,0131,1404995397410375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141750,1,682,4291.74,682,4291.74,20250208,4291.74,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082806,20250208,082806,2,2,0,00200,26,,,,,147000,0131,1404995398341750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141875,1,356,632.10,682,632.10,20250208,632.10,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,114401,20250208,114401,2,2,0,00200,1,,,,,149500,0131,1404995398391875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145166,2,356,94.81,682,94.81,20250208,94.81,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,114401,20250208,114401,2,2,0,00200,1,,,,,149500,0131,1404995398425166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141875,0,,0,,0,0,,0
R,146208,1002,356,13.00,682,13.00,20250208,13.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,114401,20250208,114401,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995398446208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145166,0,,0,,0,0,,0
R,141083,2,356,13.00,682,13.00,20250208,13.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,114401,20250208,114401,2,2,0,00200,1,,,,,149500,0131,1404995398471083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141875,0,,0,,0,0,,0
R,140958,1002,356,18.96,682,18.96,20250208,18.96,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,114401,20250208,114401,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995398490958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141083,0,,0,,0,0,,0
R,147500,1,356,4738.63,682,4738.63,20250208,4738.63,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021756,20250208,021756,2,2,0,00200,26,,,,,142166,0131,1404995398537500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140875,2,356,9.00,682,9.00,20250208,9.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021756,20250208,021756,2,2,0,00200,26,,,,,142166,0131,1404995398560875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147500,0,,0,,0,0,,0
R,140583,1002,356,142.16,682,142.16,20250208,142.16,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021756,20250208,021756,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995398580583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140875,0,,0,,0,0,,0
R,143083,1,682,2484.70,682,2484.70,20250208,2484.70,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,090339,20250208,090339,2,2,0,00200,26,,,,,147958,0131,1404995400103083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146208,1,682,3723.68,682,3723.68,20250208,3723.68,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,084640,20250208,084640,2,2,0,00200,0,,,,,143416,0131,1404995402346208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147375,1,356,4623.77,682,4623.77,20250208,4623.77,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061046,20250208,061046,2,2,0,00200,26,,,,,148583,0131,1404995403367375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145583,2,356,7.00,682,7.00,20250208,7.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061046,20250208,061046,2,2,0,00200,26,,,,,148583,0131,1404995403395583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147375,0,,0,,0,0,,0
R,146500,1002,356,138.71,682,138.71,20250208,138.71,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061046,20250208,061046,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995403416500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145583,0,,0,,0,0,,0
R,141916,1,356,53.59,682,53.59,20250208,53.59,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,035156,20250208,035156,2,2,0,00200,19,,,,,149416,0131,1404995403461916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145000,2,356,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,035156,20250208,035156,2,2,0,00200,19,,,,,149416,0131,1404995403485000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141916,0,,0,,0,0,,0
R,144666,1002,356,1.61,682,1.61,20250208,1.61,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,035156,20250208,035156,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995403504666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145000,0,,0,,0,0,,0
R,146250,1,356,4223.73,682,4223.73,20250208,4223.73,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,010208,20250208,010208,2,2,0,00200,19,,,,,146500,0131,1404995403996250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142916,2,356,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,010208,20250208,010208,2,2,0,00200,19,,,,,146500,0131,1404995404022916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146250,0,,0,,0,0,,0
R,143208,1002,356,126.71,682,126.71,20250208,126.71,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,010208,20250208,010208,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995404043208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142916,0,,0,,0,0,,0
R,149916,1,356,2521.52,682,2521.52,20250208,2521.52,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,084908,20250208,084908,2,2,0,00200,26,,,,,146958,0131,1404995405179916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147750,2,356,7.00,682,7.00,20250208,7.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,084908,20250208,084908,2,2,0,00200,26,,,,,146958,0131,1404995405227750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149916,0,,0,,0,0,,0
R,141291,1002,356,75.65,682,75.65,20250208,75.65,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,084908,20250208,084908,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995405251291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147750,0,,0,,0,0,,0
R,143250,1,682,2780.05,682,2780.05,20250208,2780.05,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,020244,20250208,020244,2,2,0,00200,0,,,,,140916,0131,1404995405303250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147416,1,356,3381.79,682,3381.79,20250208,3381.79,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,081059,20250208,081059,2,2,0,00200,19,,,,,146041,0131,1404995406217416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142791,2,356,9.00,682,9.00,20250208,9.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,081059,20250208,081059,2,2,0,00200,19,,,,,146041,0131,1404995406242791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147416,0,,0,,0,0,,0
R,144375,1002,356,101.45,682,101.45,20250208,101.45,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,081059,20250208,081059,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995406264375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142791,0,,0,,0,0,,0
R,146208,1,682,2615.44,682,2615.44,20250208,2615.44,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,081936,20250208,081936,2,2,0,00200,19,,,,,149791,0131,1404995407056208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148875,1,682,2390.48,682,2390.48,20250208,2390.48,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061417,20250208,061417,2,2,0,00200,1,,,,,149041,0131,1404995407508875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141083,2,682,358.57,682,358.57,20250208,358.57,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061417,20250208,061417,2,2,0,00200,1,,,,,149041,0131,1404995407531083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148875,0,,0,,0,0,,0
R,142458,1002,682,17.00,682,17.00,20250208,17.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061417,20250208,061417,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995407552458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141083,0,,0,,0,0,,0
R,144083,1,356,2631.08,682,2631.08,20250208,2631.08,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,090253,20250208,090253,2,2,0,00200,19,,,,,141625,0131,1404995409784083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148500,2,356,7.00,682,7.00,20250208,7.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,090253,20250208,090253,2,2,0,00200,19,,,,,141625,0131,1404995409818500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144083,0,,0,,0,0,,0
R,149666,1002,356,78.93,682,78.93,20250208,78.93,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,090253,20250208,090253,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995409839666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148500,0,,0,,0,0,,0
R,148916,1,682,1406.89,682,1406.89,20250208,1406.89,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,105511,20250208,105511,2,2,0,00200,1,,,,,140625,0131,1404995411938916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144208,2,682,211.03,682,211.03,20250208,211.03,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,105511,20250208,105511,2,2,0,00200,1,,,,,140625,0131,1404995411964208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148916,0,,0,,0,0,,0
R,145250,1002,682,15.00,682,15.00,20250208,15.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,105511,20250208,105511,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995411985250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144208,0,,0,,0,0,,0
R,146625,1,682,334.32,682,334.32,20250208,334.32,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,022711,20250208,022711,2,2,0,00200,1,,,,,143291,0131,1404995412406625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144833,2,682,50.15,682,50.15,20250208,50.15,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,022711,20250208,022711,2,2,0,00200,1,,,,,143291,0131,1404995412424833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146625,0,,0,,0,0,,0
R,143958,1002,682,13.00,682,13.00,20250208,13.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,022711,20250208,022711,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995412443958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144833,0,,0,,0,0,,0
R,142666,1,682,3912.19,682,3912.19,20250208,3912.19,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030911,20250208,030911,2,2,0,00200,1,,,,,147708,0131,1404995412852666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144875,2,682,586.83,682,586.83,20250208,586.83,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030911,20250208,030911,2,2,0,00200,1,,,,,147708,0131,1404995412874875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142666,0,,0,,0,0,,0
R,145208,1002,682,15.00,682,15.00,20250208,15.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030911,20250208,030911,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995412895208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144875,0,,0,,0,0,,0
R,149958,1,356,4985.22,682,4985.22,20250208,4985.22,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,032239,20250208,032239,2,2,0,00200,0,,,,,142666,0131,1404995413399958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146666,2,356,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,032239,20250208,032239,2,2,0,00200,0,,,,,142666,0131,1404995413426666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149958,0,,0,,0,0,,0
R,149291,1002,356,149.56,682,149.56,20250208,149.56,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,032239,20250208,032239,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995413449291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146666,0,,0,,0,0,,0
