RecordType,UNIQUE_ID,Transaction Type,Transaction Currency,Transaction Amount,Billing Currency,Billing Amount,Settlement Date,Settlement Amount,Settlement Currency,System Date,Account Number,Account Id,VPAN,Masked PAN,Date Transmit,Time Transmit,Date Local,Time Local,Message Class,Message Function,Transaction Source,Function Code,Transaction Code,Acquirer Financial Entity,Transaction Reference Number,ARN,Token Requestor ID,Authorization Transaction Log ID,Item Category,RRN,STAN,Description,Card Acceptor Location,MCC,Card Acceptor ID,Terminal Code,Acquirer ID,Acquirer Country,Card Data Input Capability,Cardholder Authentication Availability,Card Capture Capability,Operating Environment,Cardholder Present Indicator,Card Present Indicator,Card Data Input Mode,Cardholder Authentication Method,Cardholder authorization Entity,Pin Capture Capability,Reference,Original Transaction Id,Original Transaction Reference,Balance Before,Surplus Before,Balance After,Surplus After,Credit Debit,Application Sequence
R,147041,1,356,2280.85,682,2280.85,20250209,2280.85,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,041415,20250209,041415,2,2,0,00200,0,,,,,141708,0131,1404995380027041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147583,2,356,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,041415,20250209,041415,2,2,0,00200,0,,,,,141708,0131,1404995380057583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147041,0,,0,,0,0,,0
R,148875,1002,356,68.43,682,68.43,20250209,68.43,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,041415,20250209,041415,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995380088875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147583,0,,0,,0,0,,0
R,144000,1,682,717.59,682,717.59,20250209,717.59,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,052512,20250209,052512,2,2,0,00200,26,,,,,146166,0131,1404995380174000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141916,1,682,1713.36,682,1713.36,20250209,1713.36,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,043330,20250209,043330,2,2,0,00200,0,,,,,146333,0131,1404995385311916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149500,1,682,3842.25,682,3842.25,20250209,3842.25,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,080318,20250209,080318,2,2,0,00200,19,,,,,147875,0131,1404995386259500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147833,1,682,3969.33,682,3969.33,20250209,3969.33,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,090344,20250209,090344,2,2,0,00200,0,,,,,145458,0131,1404995386367833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142208,1,356,1159.43,682,1159.43,20250209,1159.43,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,054912,20250209,054912,2,2,0,00200,26,,,,,146708,0131,1404995390922208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141666,2,356,13.00,682,13.00,20250209,13.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,054912,20250209,054912,2,2,0,00200,26,,,,,146708,0131,1404995390961666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142208,0,,0,,0,0,,0
R,147666,1002,356,34.78,682,34.78,20250209,34.78,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,054912,20250209,054912,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995390987666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141666,0,,0,,0,0,,0
R,149375,1,356,3771.87,682,3771.87,20250209,3771.87,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072017,20250209,072017,2,2,0,00200,1,,,,,149791,0131,1404995392429375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141041,2,356,565.78,682,565.78,20250209,565.78,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072017,20250209,072017,2,2,0,00200,1,,,,,149791,0131,1404995392461041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149375,0,,0,,0,0,,0
R,142541,1002,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072017,20250209,072017,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995392492541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141041,0,,0,,0,0,,0
R,142375,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072017,20250209,072017,2,2,0,00200,1,,,,,149791,0131,1404995392522375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149375,0,,0,,0,0,,0
R,147375,1002,356,113.16,682,113.16,20250209,113.16,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072017,20250209,072017,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995392547375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142375,0,,0,,0,0,,0
R,146708,1,682,4441.99,682,4441.99,20250209,4441.99,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,041043,20250209,041043,2,2,0,00200,19,,,,,143833,0131,1404995396786708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147833,1,682,1657.38,682,1657.38,20250209,1657.38,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,081605,20250209,081605,2,2,0,00200,26,,,,,145375,0131,1404995396837833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140833,1,682,3380.47,682,3380.47,20250209,3380.47,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,110911,20250209,110911,2,2,0,00200,26,,,,,148541,0131,1404995396880833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140875,1,682,2731.56,682,2731.56,20250209,2731.56,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,052317,20250209,052317,2,2,0,00200,1,,,,,146791,0131,1404995400750875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142250,2,682,409.73,682,409.73,20250209,409.73,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,052317,20250209,052317,2,2,0,00200,1,,,,,146791,0131,1404995400782250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140875,0,,0,,0,0,,0
R,146666,1002,682,1.00,682,1.00,20250209,1.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,052317,20250209,052317,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995400806666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142250,0,,0,,0,0,,0
R,142125,1,356,3112.83,682,3112.83,20250209,3112.83,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,103716,20250209,103716,2,2,0,00200,0,,,,,146541,0131,1404995401742125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142083,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,103716,20250209,103716,2,2,0,00200,0,,,,,146541,0131,1404995401772083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142125,0,,0,,0,0,,0
R,146291,1002,356,93.38,682,93.38,20250209,93.38,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,103716,20250209,103716,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995401796291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142083,0,,0,,0,0,,0
R,142125,1,356,3997.43,682,3997.43,20250209,3997.43,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,025149,20250209,025149,2,2,0,00200,19,,,,,149291,0131,1404995402252125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146958,2,356,7.00,682,7.00,20250209,7.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,025149,20250209,025149,2,2,0,00200,19,,,,,149291,0131,1404995402276958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142125,0,,0,,0,0,,0
R,140708,1002,356,119.92,682,119.92,20250209,119.92,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,025149,20250209,025149,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995402300708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146958,0,,0,,0,0,,0
R,148250,1,356,543.82,682,543.82,20250209,543.82,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,102958,20250209,102958,2,2,0,00200,19,,,,,147208,0131,1404995407098250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149708,2,356,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,102958,20250209,102958,2,2,0,00200,19,,,,,147208,0131,1404995407119708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148250,0,,0,,0,0,,0
R,148000,1002,356,16.31,682,16.31,20250209,16.31,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,102958,20250209,102958,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995407138000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149708,0,,0,,0,0,,0
R,143666,1,356,3847.20,682,3847.20,20250209,3847.20,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,060038,20250209,060038,2,2,0,00200,19,,,,,146375,0131,1404995410283666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146916,2,356,11.00,682,11.00,20250209,11.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,060038,20250209,060038,2,2,0,00200,19,,,,,146375,0131,1404995410306916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143666,0,,0,,0,0,,0
R,147541,1002,356,115.42,682,115.42,20250209,115.42,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,060038,20250209,060038,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995410327541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146916,0,,0,,0,0,,0
R,141541,1,682,3054.13,682,3054.13,20250209,3054.13,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,051401,20250209,051401,2,2,0,00200,19,,,,,149250,0131,1404995410781541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141708,1,356,3327.28,682,3327.28,20250209,3327.28,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073206,20250209,073206,2,2,0,00200,26,,,,,145833,0131,1404995411131708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142208,2,356,13.00,682,13.00,20250209,13.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073206,20250209,073206,2,2,0,00200,26,,,,,145833,0131,1404995411152208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141708,0,,0,,0,0,,0
R,141666,1002,356,99.82,682,99.82,20250209,99.82,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073206,20250209,073206,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995411171666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142208,0,,0,,0,0,,0
R,148208,1,356,1606.91,682,1606.91,20250209,1606.91,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,090302,20250209,090302,2,2,0,00200,0,,,,,144583,0131,1404995412938208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146083,2,356,15.00,682,15.00,20250209,15.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,090302,20250209,090302,2,2,0,00200,0,,,,,144583,0131,1404995412996083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148208,0,,0,,0,0,,0
R,145291,1002,356,48.21,682,48.21,20250209,48.21,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,090302,20250209,090302,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995413015291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146083,0,,0,,0,0,,0
R,146958,1,682,3475.67,682,3475.67,20250209,3475.67,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,063618,20250209,063618,2,2,0,00200,1,,,,,147500,0131,1404995413956958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147041,2,682,521.35,682,521.35,20250209,521.35,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,063618,20250209,063618,2,2,0,00200,1,,,,,147500,0131,1404995414027041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146958,0,,0,,0,0,,0
R,140166,1002,682,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,063618,20250209,063618,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995414050166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147041,0,,0,,0,0,,0
R,144000,1,682,2961.31,682,2961.31,20250209,2961.31,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,034301,20250209,034301,2,2,0,00200,26,,,,,149333,0131,1404995415654000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140625,1,356,143.71,682,143.71,20250209,143.71,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023733,20250209,023733,2,2,0,00200,26,,,,,143208,0131,1404995417050625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144500,2,356,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023733,20250209,023733,2,2,0,00200,26,,,,,143208,0131,1404995417074500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140625,0,,0,,0,0,,0
R,140166,1002,356,4.31,682,4.31,20250209,4.31,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023733,20250209,023733,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995417090166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144500,0,,0,,0,0,,0
R,149541,1,356,3116.56,682,3116.56,20250209,3116.56,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,100502,20250209,100502,2,2,0,00200,26,,,,,149750,0131,1404995418819541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143458,2,356,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,100502,20250209,100502,2,2,0,00200,26,,,,,149750,0131,1404995418833458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149541,0,,0,,0,0,,0
R,148541,1002,356,93.50,682,93.50,20250209,93.50,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,100502,20250209,100502,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995418848541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143458,0,,0,,0,0,,0
R,141500,1,356,3236.46,682,3236.46,20250209,3236.46,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014420,20250209,014420,2,2,0,00200,0,,,,,144958,0131,1404995421471500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140375,2,356,13.00,682,13.00,20250209,13.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014420,20250209,014420,2,2,0,00200,0,,,,,144958,0131,1404995421490375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141500,0,,0,,0,0,,0
R,144958,1002,356,97.09,682,97.09,20250209,97.09,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014420,20250209,014420,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995421504958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140375,0,,0,,0,0,,0
R,149416,1,682,119.08,682,119.08,20250209,119.08,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,011707,20250209,011707,2,2,0,00200,19,,,,,145250,0131,1404995423289416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142291,1,356,3486.88,682,3486.88,20250209,3486.88,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032754,20250209,032754,2,2,0,00200,26,,,,,143208,0131,1404995423392291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148708,2,356,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032754,20250209,032754,2,2,0,00200,26,,,,,143208,0131,1404995423408708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142291,0,,0,,0,0,,0
R,143041,1002,356,104.61,682,104.61,20250209,104.61,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032754,20250209,032754,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995423423041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148708,0,,0,,0,0,,0
R,145416,1,356,4596.45,682,4596.45,20250209,4596.45,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,094027,20250209,094027,2,2,0,00200,1,,,,,146875,0131,1404995424295416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141416,2,356,689.47,682,689.47,20250209,689.47,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,094027,20250209,094027,2,2,0,00200,1,,,,,146875,0131,1404995424311416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145416,0,,0,,0,0,,0
R,145500,1002,356,3.00,682,3.00,20250209,3.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,094027,20250209,094027,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995424325500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141416,0,,0,,0,0,,0
R,143208,2,356,3.00,682,3.00,20250209,3.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,094027,20250209,094027,2,2,0,00200,1,,,,,146875,0131,1404995424343208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145416,0,,0,,0,0,,0
R,149000,1002,356,137.89,682,137.89,20250209,137.89,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,094027,20250209,094027,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995424359000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143208,0,,0,,0,0,,0
R,144166,1,682,88.03,682,88.03,20250209,88.03,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,085730,20250209,085730,2,2,0,00200,26,,,,,142333,0131,1404995424954166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140208,1,356,3483.47,682,3483.47,20250209,3483.47,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,093224,20250209,093224,2,2,0,00200,1,,,,,141375,0131,1404995425000208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
